Accession,Release_Date,Species,Genus,Family,Length,Nuc_Completeness,Genotype,Genome_Region,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT258377,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29888,GenBank,,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,USA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CZB-RR057-005/human/2020/USA, complete genome"
MT259236,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29883,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW244/human/2020/USA, complete genome"
MT259281,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29839,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW291/human/2020/USA, complete genome"
MT258380,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29890,GenBank,,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,USA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CZB-RR057-011/human/2020/USA, complete genome"
MT256924,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,,,,"Mercado-Reyes,M.M., Laiton-Donato,K., Alvarez-Diaz,D.A., Usme-Ciro,J.A., Franco-Munoz,C.E., Puerto-Castro,G.M., Franco-Sierra,N.D., Gonzalez,M.A., Cucunuba,Z.M., Villabona-Arenas,C.J., Villabona-Arenas,L., Echeverria,S., Florez,A.C., Gomez-Rangel,S., Rodriguez,L.D., Barbosa,J., Ospitia,E., Ospina-Martinez,M.L.",,Colombia,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/79256_Antioquia/human/2020/COL, partial genome"
MT258379,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29892,GenBank,,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,USA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CZB-RR057-007/human/2020/USA, complete genome"
MT259229,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,China,Homo sapiens,oronasopharynx,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Wuhan_YB012602/human/2020/CHN, complete genome"
MT259245,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29826,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW253/human/2020/USA, complete genome"
MT259254,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29887,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW262/human/2020/USA, complete genome"
MT259255,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29450,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW263/human/2020/USA, partial genome"
MT259257,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29868,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW265/human/2020/USA, complete genome"
MT259262,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29599,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW270/human/2020/USA, partial genome"
MT259266,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29776,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW274/human/2020/USA, complete genome"
MT259268,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29759,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW276/human/2020/USA, complete genome"
MT259284,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29432,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW294/human/2020/USA, complete genome"
MT259285,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW295/human/2020/USA, complete genome"
MT259286,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29857,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW296/human/2020/USA, complete genome"
MT259287,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29688,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW297/human/2020/USA, complete genome"
MT258378,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29892,GenBank,,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,USA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/CZB-RR057-006/human/2020/USA, complete genome"
MT259230,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29866,GenBank,,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,China,Homo sapiens,oronasopharynx,2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Wuhan_YB012506/human/2020/CHN, complete genome"
MT259231,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,China,Homo sapiens,oronasopharynx,2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Wuhan_YB012504/human/2020/CHN, complete genome"
MT259243,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29757,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW251/human/2020/USA, complete genome"
MT259244,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW252/human/2020/USA, complete genome"
MT259246,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29842,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW254/human/2020/USA, complete genome"
MT259248,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29879,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW256/human/2020/USA, complete genome"
MT259253,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29813,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW261/human/2020/USA, complete genome"
MT259258,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29657,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW266/human/2020/USA, complete genome"
MT259265,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29468,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW273/human/2020/USA, partial genome"
MT259267,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29852,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW275/human/2020/USA, complete genome"
MT259272,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29389,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW280/human/2020/USA, partial genome"
MT259273,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29892,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW282/human/2020/USA, complete genome"
MT259277,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29881,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW287/human/2020/USA, complete genome"
MT259278,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29897,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW288/human/2020/USA, complete genome"
LC534419,2020-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29874,GenBank,,,,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,Japan,Homo sapiens,oronasopharynx,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 SARS-CoV-2/Hu/Kng/19-437 RNA, complete genome"
LC534418,2020-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29878,GenBank,,,,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,Japan,Homo sapiens,"lung, oronasopharynx",2020-02-14,,"Severe acute respiratory syndrome coronavirus 2 SARS-CoV-2/Hu/DP/Kng/19-031 RNA, complete genome"
MT253696,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-162/human/2020/CHN, complete genome"
MT253697,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-178/human/2020/CHN, complete genome"
MT251972,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29861,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW236/human/2020/USA, complete genome"
MT251973,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW237/human/2020/USA, complete genome"
MT251975,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29875,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW239/human/2020/USA, complete genome"
MT251976,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29899,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW240/human/2020/USA, complete genome"
MT251977,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29829,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW234/human/2020/USA, complete genome"
MT251978,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29905,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW235/human/2020/USA, complete genome"
MT253698,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-185/human/2020/CHN, complete genome"
MT253699,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-477/human/2020/CHN, complete genome"
MT253700,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-481/human/2020/CHN, complete genome"
MT253701,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-48/human/2020/CHN, complete genome"
MT253703,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-551/human/2020/CHN, complete genome"
MT253706,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-62/human/2020/CHN, complete genome"
MT253708,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-79/human/2020/CHN, complete genome"
MT253709,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-90/human/2020/CHN, complete genome"
MT253704,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-576/human/2020/CHN, complete genome"
MT253705,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-60/human/2020/CHN, complete genome"
MT253707,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-638/human/2020/CHN, complete genome"
MT253710,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-91/human/2020/CHN, complete genome"
MT251974,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29852,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW238/human/2020/USA, complete genome"
MT251979,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29839,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW241/human/2020/USA, complete genome"
MT251980,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29845,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW242/human/2020/USA, complete genome"
MT253702,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29781,GenBank,,,,"Liu,Y., Sun,Z., Chen,J., Wang,X., Yu,H., Li,J., Yu,X., Wang,H., Pan,J.",,China,Homo sapiens,"lung, oronasopharynx",2020-01-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/HZ-49/human/2020/CHN, complete genome"
MT246473,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29825,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW216/human/2020/USA, complete genome"
MT246475,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29877,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW218/human/2020/USA, complete genome"
MT246474,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29884,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW217/human/2020/USA, complete genome"
MT246468,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29843,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW211/human/2020/USA, complete genome"
MT246469,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29869,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW212/human/2020/USA, complete genome"
MT246470,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29860,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW213/human/2020/USA, complete genome"
MT246471,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW214/human/2020/USA, complete genome"
MT246472,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29810,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW215/human/2020/USA, complete genome"
MT246486,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29867,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW229/human/2020/USA, complete genome"
MT246487,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29883,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW230/human/2020/USA, complete genome"
MT246451,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29868,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW194/human/2020/USA, complete genome"
MT246452,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29888,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW195/human/2020/USA, complete genome"
MT246453,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29823,GenBank,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA-UW196/human/2020/USA, complete genome"
